step,elapsed_s,train_loss,eval_loss,max_abs_err,mean_abs_err,median_abs_err,frac_under_boyd,max_abs_err_bulk,mean_abs_err_bulk,median_abs_err_bulk
100,0.6,0.236836,,,,,,,,
200,0.9,0.120734,,,,,,,,
300,1.1,0.086310,,,,,,,,
400,1.4,0.079972,,,,,,,,
500,1.7,0.034849,,,,,,,,
600,2.0,0.004806,,,,,,,,
700,2.4,0.002254,,,,,,,,
800,2.8,0.001030,,,,,,,,
900,3.3,0.000804,,,,,,,,
1000,3.7,0.000350,,,,,,,,
1100,4.0,0.000217,,,,,,,,
1200,4.5,0.000232,,,,,,,,
1300,4.9,0.000112,,,,,,,,
1400,5.3,0.000564,,,,,,,,
1500,5.7,0.000092,,,,,,,,
1600,6.2,0.000073,,,,,,,,
1700,6.6,0.000330,,,,,,,,
1800,6.9,0.000119,,,,,,,,
1900,7.4,0.000049,,,,,,,,
2000,7.8,0.000044,,,,,,,,
2100,8.2,0.000188,,,,,,,,
2200,8.5,0.000053,,,,,,,,
2300,8.8,0.000039,,,,,,,,
2400,9.1,0.000029,,,,,,,,
2500,9.4,0.000091,,,,,,,,
2600,9.8,0.000045,,,,,,,,
2700,10.2,0.000058,,,,,,,,
2800,10.6,0.000046,,,,,,,,
2900,11.0,0.000026,,,,,,,,
3000,11.4,0.000162,,,,,,,,
3100,11.9,0.000056,,,,,,,,
3200,12.3,0.000022,,,,,,,,
3300,12.7,0.000029,,,,,,,,
3400,13.2,0.000051,,,,,,,,
3500,13.6,0.000044,,,,,,,,
3600,14.0,0.000081,,,,,,,,
3700,14.4,0.000031,,,,,,,,
3800,14.8,0.000046,,,,,,,,
3900,15.1,0.000065,,,,,,,,
4000,15.4,0.000030,,,,,,,,
4100,15.7,0.000039,,,,,,,,
4200,16.1,0.000023,,,,,,,,
4300,16.5,0.000025,,,,,,,,
4400,16.9,0.000106,,,,,,,,
4500,17.3,0.000067,,,,,,,,
4600,17.6,0.000019,,,,,,,,
4700,17.9,0.000032,,,,,,,,
4800,18.3,0.000044,,,,,,,,
4900,18.6,0.000030,,,,,,,,
5000,20.5,0.000026,0.000034,2.092614e+00,4.645099e-01,3.904165e-01,0.000000,1.991727e+00,4.435692e-01,3.737866e-01
5100,20.7,0.000024,,,,,,,,
5200,21.0,0.000030,,,,,,,,
5300,21.3,0.000023,,,,,,,,
5400,21.6,0.000029,,,,,,,,
5500,22.0,0.000048,,,,,,,,
5600,22.3,0.000038,,,,,,,,
5700,22.7,0.000031,,,,,,,,
5800,23.1,0.000028,,,,,,,,
