step,elapsed_s,train_loss,eval_loss,max_abs_err,mean_abs_err,median_abs_err,frac_under_boyd,max_abs_err_bulk,mean_abs_err_bulk,median_abs_err_bulk
100,0.5,0.110388,,,,,,,,
200,0.8,0.107370,,,,,,,,
300,1.1,0.066507,,,,,,,,
400,1.6,0.013877,,,,,,,,
500,2.1,0.003091,,,,,,,,
600,2.6,0.003729,,,,,,,,
700,3.1,0.001790,,,,,,,,
800,3.6,0.001608,,,,,,,,
900,4.2,0.002904,,,,,,,,
1000,4.7,0.001762,,,,,,,,
1100,5.2,0.001538,,,,,,,,
1200,5.7,0.001972,,,,,,,,
1300,6.3,0.001399,,,,,,,,
1400,6.8,0.001082,,,,,,,,
1500,7.3,0.001095,,,,,,,,
1600,7.8,0.000913,,,,,,,,
1700,8.3,0.000377,,,,,,,,
1800,8.9,0.000146,,,,,,,,
1900,9.4,0.000143,,,,,,,,
2000,9.9,0.000092,,,,,,,,
2100,10.4,0.000110,,,,,,,,
2200,10.9,0.000066,,,,,,,,
2300,11.4,0.000204,,,,,,,,
2400,11.9,0.000056,,,,,,,,
2500,12.4,0.000025,,,,,,,,
2600,12.9,0.000030,,,,,,,,
2700,13.4,0.000039,,,,,,,,
2800,14.0,0.000017,,,,,,,,
2900,14.5,0.000043,,,,,,,,
3000,15.0,0.000020,,,,,,,,
3100,15.5,0.000045,,,,,,,,
3200,16.1,0.000021,,,,,,,,
3300,16.6,0.000021,,,,,,,,
3400,17.1,0.000038,,,,,,,,
3500,17.7,0.000027,,,,,,,,
3600,18.2,0.000017,,,,,,,,
3700,18.7,0.000045,,,,,,,,
3800,19.2,0.000020,,,,,,,,
3900,19.7,0.000019,,,,,,,,
4000,20.2,0.000029,,,,,,,,
4100,20.8,0.000019,,,,,,,,
4200,21.3,0.000018,,,,,,,,
4300,21.8,0.000020,,,,,,,,
4400,22.3,0.000023,,,,,,,,
4500,22.8,0.000041,,,,,,,,
4600,23.4,0.000028,,,,,,,,
4700,23.9,0.000011,,,,,,,,
4800,24.4,0.000015,,,,,,,,
4900,24.9,0.000015,,,,,,,,
5000,26.7,0.000013,0.000040,3.286242e-01,3.141432e-02,2.805936e-02,0.000000,2.844860e-01,3.111108e-02,2.804492e-02
5100,27.0,0.000055,,,,,,,,
5200,27.2,0.000049,,,,,,,,
5300,27.5,0.000012,,,,,,,,
5400,28.0,0.000009,,,,,,,,
5500,28.5,0.000027,,,,,,,,
5600,29.1,0.000056,,,,,,,,
5700,29.6,0.000013,,,,,,,,
5800,30.1,0.000016,,,,,,,,
5900,30.6,0.000021,,,,,,,,
6000,31.2,0.000043,,,,,,,,
6100,31.7,0.000027,,,,,,,,
6200,32.2,0.000016,,,,,,,,
6300,32.7,0.000014,,,,,,,,
6400,33.2,0.000016,,,,,,,,
6500,33.8,0.000011,,,,,,,,
6600,34.3,0.000056,,,,,,,,
6700,34.8,0.000012,,,,,,,,
6800,35.4,0.000012,,,,,,,,
6900,35.9,0.000011,,,,,,,,
7000,36.4,0.000023,,,,,,,,
7100,36.9,0.000016,,,,,,,,
7200,37.5,0.000010,,,,,,,,
7300,38.0,0.000005,,,,,,,,
7400,38.5,0.000010,,,,,,,,
7500,39.0,0.000016,,,,,,,,
7600,39.5,0.000016,,,,,,,,
7700,40.0,0.000031,,,,,,,,
7800,40.5,0.000012,,,,,,,,
7900,41.1,0.000006,,,,,,,,
8000,41.6,0.000024,,,,,,,,
8100,42.1,0.000014,,,,,,,,
8200,42.6,0.000011,,,,,,,,
8300,43.2,0.000005,,,,,,,,
8400,43.7,0.000008,,,,,,,,
8500,44.2,0.000010,,,,,,,,
8600,44.7,0.000014,,,,,,,,
8700,45.2,0.000010,,,,,,,,
8800,45.8,0.000011,,,,,,,,
8900,46.3,0.000008,,,,,,,,
9000,46.8,0.000006,,,,,,,,
9100,47.3,0.000010,,,,,,,,
9200,47.9,0.000006,,,,,,,,
9300,48.3,0.000006,,,,,,,,
9400,48.9,0.000007,,,,,,,,
9500,49.4,0.000008,,,,,,,,
9600,50.0,0.000010,,,,,,,,
9700,50.5,0.000016,,,,,,,,
9800,51.0,0.000019,,,,,,,,
9900,51.5,0.000015,,,,,,,,
10000,53.2,0.000005,0.000006,1.929697e-01,1.169519e-02,9.368765e-03,0.000000,9.967895e-02,1.134368e-02,9.117280e-03
10100,53.4,0.000009,,,,,,,,
10200,53.7,0.000015,,,,,,,,
10300,54.2,0.000006,,,,,,,,
10400,54.7,0.000008,,,,,,,,
10500,55.2,0.000009,,,,,,,,
10600,55.8,0.000004,,,,,,,,
10700,56.3,0.000010,,,,,,,,
10800,56.8,0.000036,,,,,,,,
10900,57.3,0.000011,,,,,,,,
11000,57.8,0.000011,,,,,,,,
11100,58.4,0.000018,,,,,,,,
