step,elapsed_s,train_loss,eval_loss,max_abs_err,mean_abs_err,median_abs_err,frac_under_boyd,max_abs_err_bulk,mean_abs_err_bulk,median_abs_err_bulk
100,0.5,0.110719,,,,,,,,
200,0.8,0.107620,,,,,,,,
300,1.1,0.089028,,,,,,,,
400,1.6,0.037353,,,,,,,,
500,2.1,0.019048,,,,,,,,
600,2.6,0.009147,,,,,,,,
700,3.1,0.004045,,,,,,,,
800,3.6,0.003236,,,,,,,,
900,4.0,0.003039,,,,,,,,
1000,4.6,0.001397,,,,,,,,
1100,5.1,0.001554,,,,,,,,
1200,5.6,0.001953,,,,,,,,
1300,6.1,0.001464,,,,,,,,
1400,6.6,0.001219,,,,,,,,
1500,7.1,0.001177,,,,,,,,
1600,7.6,0.001209,,,,,,,,
1700,8.1,0.001487,,,,,,,,
1800,8.6,0.001558,,,,,,,,
1900,9.2,0.001049,,,,,,,,
2000,9.7,0.001262,,,,,,,,
2100,10.2,0.001200,,,,,,,,
2200,10.7,0.000569,,,,,,,,
2300,11.2,0.000221,,,,,,,,
2400,11.7,0.000223,,,,,,,,
2500,12.2,0.000191,,,,,,,,
2600,12.7,0.000288,,,,,,,,
2700,13.3,0.000123,,,,,,,,
2800,13.8,0.000158,,,,,,,,
2900,14.3,0.000118,,,,,,,,
3000,14.8,0.000139,,,,,,,,
3100,15.3,0.000102,,,,,,,,
3200,15.8,0.000143,,,,,,,,
3300,16.3,0.000066,,,,,,,,
3400,16.8,0.000066,,,,,,,,
3500,17.3,0.000093,,,,,,,,
3600,17.9,0.000090,,,,,,,,
3700,18.4,0.000079,,,,,,,,
3800,18.9,0.000114,,,,,,,,
3900,19.4,0.000064,,,,,,,,
4000,19.9,0.000065,,,,,,,,
4100,20.4,0.000071,,,,,,,,
4200,20.9,0.000102,,,,,,,,
4300,21.4,0.000043,,,,,,,,
4400,21.9,0.000059,,,,,,,,
4500,22.4,0.000079,,,,,,,,
4600,22.9,0.000041,,,,,,,,
4700,23.4,0.000066,,,,,,,,
4800,24.0,0.000078,,,,,,,,
4900,24.4,0.000053,,,,,,,,
5000,26.1,0.000033,0.000039,3.182151e-01,2.895335e-02,2.193641e-02,0.000000,3.182151e-01,2.760003e-02,2.102124e-02
5100,26.3,0.000053,,,,,,,,
5200,26.6,0.000038,,,,,,,,
5300,26.9,0.000037,,,,,,,,
5400,27.4,0.000028,,,,,,,,
5500,27.9,0.000087,,,,,,,,
5600,28.4,0.000027,,,,,,,,
5700,28.9,0.000020,,,,,,,,
5800,29.4,0.000038,,,,,,,,
5900,29.9,0.000070,,,,,,,,
6000,30.4,0.000021,,,,,,,,
6100,30.9,0.000046,,,,,,,,
6200,31.4,0.000021,,,,,,,,
6300,31.9,0.000054,,,,,,,,
