step,elapsed_s,train_loss,eval_loss,max_abs_err,mean_abs_err,median_abs_err,frac_under_boyd,max_abs_err_bulk,mean_abs_err_bulk,median_abs_err_bulk
100,0.5,0.113278,,,,,,,,
200,0.8,0.099568,,,,,,,,
300,1.2,0.046150,,,,,,,,
400,1.7,0.017351,,,,,,,,
500,2.1,0.011472,,,,,,,,
600,2.6,0.007596,,,,,,,,
700,3.0,0.005207,,,,,,,,
800,3.5,0.002187,,,,,,,,
900,3.9,0.001369,,,,,,,,
1000,4.4,0.001362,,,,,,,,
1100,4.8,0.001247,,,,,,,,
1200,5.3,0.000969,,,,,,,,
1300,5.8,0.000429,,,,,,,,
1400,6.2,0.000264,,,,,,,,
1500,6.7,0.000168,,,,,,,,
1600,7.2,0.000208,,,,,,,,
1700,7.6,0.000152,,,,,,,,
1800,8.1,0.000087,,,,,,,,
1900,8.5,0.000089,,,,,,,,
2000,9.0,0.000081,,,,,,,,
2100,9.4,0.000065,,,,,,,,
2200,9.9,0.000042,,,,,,,,
2300,10.4,0.000294,,,,,,,,
2400,10.8,0.000061,,,,,,,,
2500,11.3,0.000063,,,,,,,,
2600,11.8,0.000036,,,,,,,,
2700,12.2,0.000077,,,,,,,,
2800,12.7,0.000052,,,,,,,,
2900,13.1,0.000049,,,,,,,,
3000,13.6,0.000021,,,,,,,,
3100,14.0,0.000060,,,,,,,,
3200,14.5,0.000063,,,,,,,,
3300,15.0,0.000053,,,,,,,,
3400,15.4,0.000029,,,,,,,,
3500,15.9,0.000024,,,,,,,,
3600,16.4,0.000032,,,,,,,,
3700,16.9,0.000044,,,,,,,,
3800,17.3,0.000019,,,,,,,,
3900,17.8,0.000024,,,,,,,,
4000,18.2,0.000018,,,,,,,,
4100,18.7,0.000026,,,,,,,,
4200,19.1,0.000067,,,,,,,,
4300,19.6,0.000014,,,,,,,,
4400,20.0,0.000014,,,,,,,,
4500,20.5,0.000017,,,,,,,,
4600,21.0,0.000024,,,,,,,,
4700,21.4,0.000010,,,,,,,,
4800,21.9,0.000022,,,,,,,,
4900,22.4,0.000049,,,,,,,,
5000,24.2,0.000027,0.000014,2.530990e-01,1.784233e-02,1.433419e-02,0.000000,1.740217e-01,1.743066e-02,1.416656e-02
5100,24.4,0.000017,,,,,,,,
5200,24.7,0.000012,,,,,,,,
5300,25.1,0.000021,,,,,,,,
5400,25.5,0.000021,,,,,,,,
5500,26.0,0.000008,,,,,,,,
5600,26.5,0.000010,,,,,,,,
5700,26.9,0.000011,,,,,,,,
5800,27.2,0.000009,,,,,,,,
5900,27.6,0.000013,,,,,,,,
6000,28.1,0.000021,,,,,,,,
6100,28.5,0.000025,,,,,,,,
6200,29.0,0.000009,,,,,,,,
6300,29.4,0.000037,,,,,,,,
6400,29.8,0.000012,,,,,,,,
6500,30.2,0.000020,,,,,,,,
6600,30.6,0.000012,,,,,,,,
6700,31.0,0.000016,,,,,,,,
6800,31.5,0.000027,,,,,,,,
6900,31.9,0.000008,,,,,,,,
7000,32.4,0.000024,,,,,,,,
7100,32.8,0.000011,,,,,,,,
7200,33.3,0.000015,,,,,,,,
7300,33.7,0.000009,,,,,,,,
7400,34.2,0.000013,,,,,,,,
7500,34.7,0.000012,,,,,,,,
7600,35.1,0.000016,,,,,,,,
7700,35.6,0.000014,,,,,,,,
7800,36.1,0.000008,,,,,,,,
7900,36.5,0.000015,,,,,,,,
8000,37.0,0.000021,,,,,,,,
8100,37.5,0.000019,,,,,,,,
8200,37.9,0.000007,,,,,,,,
8300,38.4,0.000019,,,,,,,,
8400,38.8,0.000010,,,,,,,,
8500,39.3,0.000013,,,,,,,,
8600,39.8,0.000012,,,,,,,,
8700,40.3,0.000008,,,,,,,,
8800,40.7,0.000015,,,,,,,,
8900,41.1,0.000011,,,,,,,,
9000,41.6,0.000011,,,,,,,,
9100,42.0,0.000015,,,,,,,,
9200,42.5,0.000012,,,,,,,,
9300,43.0,0.000014,,,,,,,,
9400,43.4,0.000006,,,,,,,,
9500,43.9,0.000010,,,,,,,,
9600,44.3,0.000010,,,,,,,,
9700,44.8,0.000007,,,,,,,,
9800,45.2,0.000013,,,,,,,,
9900,45.7,0.000016,,,,,,,,
10000,47.3,0.000016,0.000007,2.035744e-01,1.247073e-02,9.657060e-03,0.000000,1.386711e-01,1.209150e-02,9.529264e-03
10100,47.5,0.000013,,,,,,,,
10200,47.8,0.000011,,,,,,,,
10300,48.1,0.000015,,,,,,,,
10400,48.5,0.000006,,,,,,,,
10500,49.0,0.000007,,,,,,,,
10600,49.5,0.000011,,,,,,,,
10700,49.9,0.000011,,,,,,,,
10800,50.4,0.000012,,,,,,,,
10900,50.9,0.000006,,,,,,,,
11000,51.3,0.000008,,,,,,,,
11100,51.8,0.000011,,,,,,,,
11200,52.2,0.000006,,,,,,,,
11300,52.7,0.000008,,,,,,,,
11400,53.2,0.000014,,,,,,,,
11500,53.6,0.000004,,,,,,,,
11600,54.1,0.000008,,,,,,,,
11700,54.6,0.000005,,,,,,,,
11800,55.0,0.000008,,,,,,,,
11900,55.5,0.000013,,,,,,,,
12000,56.0,0.000006,,,,,,,,
12100,56.4,0.000007,,,,,,,,
12200,56.9,0.000021,,,,,,,,
12300,57.3,0.000012,,,,,,,,
12400,57.8,0.000006,,,,,,,,
12500,58.2,0.000004,,,,,,,,
12600,58.7,0.000014,,,,,,,,
12700,59.1,0.000011,,,,,,,,
12800,59.6,0.000004,,,,,,,,
12900,60.0,0.000011,,,,,,,,
13000,60.5,0.000014,,,,,,,,
13100,60.9,0.000003,,,,,,,,
13200,61.4,0.000015,,,,,,,,
13300,61.8,0.000012,,,,,,,,
13400,62.3,0.000005,,,,,,,,
13500,62.8,0.000008,,,,,,,,
13600,63.2,0.000009,,,,,,,,
13700,63.7,0.000012,,,,,,,,
13800,64.2,0.000007,,,,,,,,
13900,64.6,0.000013,,,,,,,,
