step,elapsed_s,train_loss,eval_loss,max_abs_err,mean_abs_err,median_abs_err,frac_under_boyd,max_abs_err_bulk,mean_abs_err_bulk,median_abs_err_bulk
100,0.6,0.243041,,,,,,,,
200,0.9,0.152859,,,,,,,,
300,1.2,0.108071,,,,,,,,
400,1.5,0.105868,,,,,,,,
500,1.8,0.105809,,,,,,,,
600,2.2,0.017079,,,,,,,,
700,2.5,0.008962,,,,,,,,
800,2.8,0.005103,,,,,,,,
900,3.1,0.003958,,,,,,,,
1000,3.4,0.002766,,,,,,,,
1100,3.7,0.002324,,,,,,,,
1200,4.1,0.001967,,,,,,,,
1300,4.4,0.001397,,,,,,,,
1400,4.7,0.001943,,,,,,,,
1500,5.0,0.001117,,,,,,,,
1600,5.3,0.001444,,,,,,,,
1700,5.5,0.001311,,,,,,,,
1800,5.9,0.001386,,,,,,,,
1900,6.2,0.001241,,,,,,,,
2000,6.5,0.001182,,,,,,,,
2100,6.8,0.001588,,,,,,,,
2200,7.1,0.001448,,,,,,,,
2300,7.4,0.000554,,,,,,,,
2400,7.8,0.000437,,,,,,,,
2500,8.1,0.000307,,,,,,,,
2600,8.4,0.000237,,,,,,,,
2700,8.7,0.000224,,,,,,,,
2800,9.0,0.000188,,,,,,,,
2900,9.3,0.000137,,,,,,,,
3000,9.7,0.000119,,,,,,,,
3100,10.0,0.000113,,,,,,,,
3200,10.3,0.000154,,,,,,,,
3300,10.6,0.000100,,,,,,,,
3400,10.9,0.000077,,,,,,,,
3500,11.2,0.000170,,,,,,,,
3600,11.5,0.000062,,,,,,,,
3700,11.9,0.000074,,,,,,,,
3800,12.2,0.000069,,,,,,,,
3900,12.5,0.000085,,,,,,,,
4000,12.8,0.000061,,,,,,,,
4100,13.1,0.000081,,,,,,,,
4200,13.4,0.000079,,,,,,,,
4300,13.7,0.000064,,,,,,,,
4400,14.1,0.000080,,,,,,,,
4500,14.4,0.000060,,,,,,,,
4600,14.7,0.000089,,,,,,,,
4700,15.0,0.000038,,,,,,,,
4800,15.3,0.000091,,,,,,,,
4900,15.6,0.000026,,,,,,,,
5000,17.3,0.000048,0.000065,3.431722e-01,4.039819e-02,3.452989e-02,0.000000,2.574488e-01,4.148627e-02,3.592353e-02
5100,17.6,0.000039,,,,,,,,
5200,17.9,0.000066,,,,,,,,
5300,18.2,0.000059,,,,,,,,
5400,18.5,0.000048,,,,,,,,
5500,18.8,0.000027,,,,,,,,
5600,19.1,0.000076,,,,,,,,
5700,19.5,0.000042,,,,,,,,
5800,19.8,0.000045,,,,,,,,
5900,20.1,0.000029,,,,,,,,
6000,20.4,0.000043,,,,,,,,
6100,20.7,0.000031,,,,,,,,
6200,21.0,0.000032,,,,,,,,
6300,21.4,0.000153,,,,,,,,
6400,21.7,0.000047,,,,,,,,
6500,22.0,0.000029,,,,,,,,
6600,22.3,0.000037,,,,,,,,
6700,22.6,0.000063,,,,,,,,
6800,22.9,0.000028,,,,,,,,
6900,23.2,0.000032,,,,,,,,
7000,23.5,0.000024,,,,,,,,
7100,23.9,0.000074,,,,,,,,
7200,24.2,0.000050,,,,,,,,
7300,24.5,0.000044,,,,,,,,
7400,24.8,0.000020,,,,,,,,
7500,25.1,0.000030,,,,,,,,
7600,25.4,0.000022,,,,,,,,
7700,25.7,0.000025,,,,,,,,
7800,26.1,0.000062,,,,,,,,
7900,26.4,0.000022,,,,,,,,
8000,26.7,0.000035,,,,,,,,
8100,27.0,0.000024,,,,,,,,
8200,27.3,0.000021,,,,,,,,
8300,27.6,0.000030,,,,,,,,
8400,28.0,0.000022,,,,,,,,
8500,28.3,0.000021,,,,,,,,
8600,28.6,0.000021,,,,,,,,
8700,28.9,0.000050,,,,,,,,
8800,29.2,0.000093,,,,,,,,
8900,29.5,0.000028,,,,,,,,
9000,29.8,0.000034,,,,,,,,
9100,30.2,0.000044,,,,,,,,
9200,30.5,0.000027,,,,,,,,
9300,30.8,0.000043,,,,,,,,
9400,31.1,0.000061,,,,,,,,
9500,31.4,0.000019,,,,,,,,
9600,31.7,0.000032,,,,,,,,
9700,32.1,0.000025,,,,,,,,
9800,32.4,0.000031,,,,,,,,
9900,32.7,0.000050,,,,,,,,
10000,34.1,0.000016,0.000021,2.617764e-01,2.220320e-02,1.826164e-02,0.000000,1.524442e-01,2.209401e-02,1.821019e-02
10100,34.4,0.000030,,,,,,,,
10200,34.8,0.000032,,,,,,,,
