step,elapsed_s,train_loss,eval_loss,max_abs_err,mean_abs_err,median_abs_err,frac_under_boyd,max_abs_err_bulk,mean_abs_err_bulk,median_abs_err_bulk
100,0.5,0.219750,,,,,,,,
200,0.8,0.160755,,,,,,,,
300,1.3,0.115044,,,,,,,,
400,1.8,0.105424,,,,,,,,
500,2.3,0.069357,,,,,,,,
600,2.8,0.008085,,,,,,,,
700,3.4,0.002314,,,,,,,,
800,3.9,0.001980,,,,,,,,
900,4.4,0.001400,,,,,,,,
1000,4.9,0.001249,,,,,,,,
1100,5.4,0.001489,,,,,,,,
1200,6.0,0.001594,,,,,,,,
1300,6.5,0.001344,,,,,,,,
1400,7.0,0.001451,,,,,,,,
1500,7.5,0.001387,,,,,,,,
1600,8.1,0.001112,,,,,,,,
1700,8.6,0.000450,,,,,,,,
1800,9.1,0.000199,,,,,,,,
1900,9.6,0.000245,,,,,,,,
2000,10.2,0.000158,,,,,,,,
2100,10.7,0.000122,,,,,,,,
2200,11.2,0.000078,,,,,,,,
2300,11.7,0.000082,,,,,,,,
2400,12.2,0.000048,,,,,,,,
2500,12.8,0.000103,,,,,,,,
2600,13.3,0.000041,,,,,,,,
2700,13.8,0.000053,,,,,,,,
2800,14.3,0.000036,,,,,,,,
2900,14.8,0.000111,,,,,,,,
3000,15.3,0.000035,,,,,,,,
3100,15.9,0.000078,,,,,,,,
3200,16.4,0.000039,,,,,,,,
3300,16.9,0.000041,,,,,,,,
3400,17.4,0.000038,,,,,,,,
3500,17.9,0.000065,,,,,,,,
3600,18.5,0.000022,,,,,,,,
3700,19.0,0.000050,,,,,,,,
3800,19.5,0.000175,,,,,,,,
3900,20.0,0.000034,,,,,,,,
4000,20.6,0.000038,,,,,,,,
4100,21.1,0.000063,,,,,,,,
4200,21.6,0.000050,,,,,,,,
4300,22.1,0.000018,,,,,,,,
4400,22.7,0.000030,,,,,,,,
4500,23.1,0.000016,,,,,,,,
4600,23.7,0.000032,,,,,,,,
4700,24.2,0.000033,,,,,,,,
4800,24.7,0.000051,,,,,,,,
4900,25.3,0.000014,,,,,,,,
5000,27.0,0.000042,0.000019,3.283577e-01,1.923396e-02,1.403492e-02,0.000000,2.423580e-01,1.859404e-02,1.364545e-02
5100,27.3,0.000014,,,,,,,,
5200,27.6,0.000024,,,,,,,,
5300,27.9,0.000032,,,,,,,,
5400,28.5,0.000036,,,,,,,,
5500,29.0,0.000018,,,,,,,,
5600,29.5,0.000024,,,,,,,,
5700,30.0,0.000025,,,,,,,,
5800,30.5,0.000019,,,,,,,,
5900,31.0,0.000030,,,,,,,,
6000,31.5,0.000015,,,,,,,,
6100,32.0,0.000012,,,,,,,,
6200,32.5,0.000018,,,,,,,,
6300,33.1,0.000020,,,,,,,,
6400,33.6,0.000027,,,,,,,,
6500,34.1,0.000013,,,,,,,,
6600,34.6,0.000012,,,,,,,,
6700,35.2,0.000015,,,,,,,,
6800,35.7,0.000042,,,,,,,,
6900,36.2,0.000019,,,,,,,,
7000,36.7,0.000019,,,,,,,,
7100,37.3,0.000015,,,,,,,,
7200,37.8,0.000009,,,,,,,,
7300,38.3,0.000010,,,,,,,,
7400,38.9,0.000041,,,,,,,,
7500,39.4,0.000010,,,,,,,,
7600,39.9,0.000022,,,,,,,,
7700,40.4,0.000017,,,,,,,,
7800,41.0,0.000014,,,,,,,,
7900,41.5,0.000018,,,,,,,,
8000,42.0,0.000019,,,,,,,,
8100,42.6,0.000010,,,,,,,,
8200,43.1,0.000029,,,,,,,,
8300,43.6,0.000009,,,,,,,,
8400,44.1,0.000012,,,,,,,,
8500,44.6,0.000026,,,,,,,,
8600,45.1,0.000015,,,,,,,,
8700,45.6,0.000015,,,,,,,,
8800,46.1,0.000007,,,,,,,,
8900,46.7,0.000014,,,,,,,,
9000,47.2,0.000008,,,,,,,,
9100,47.7,0.000017,,,,,,,,
9200,48.2,0.000015,,,,,,,,
9300,48.8,0.000025,,,,,,,,
9400,49.3,0.000018,,,,,,,,
9500,49.8,0.000014,,,,,,,,
9600,50.3,0.000011,,,,,,,,
9700,50.9,0.000011,,,,,,,,
9800,51.4,0.000008,,,,,,,,
9900,51.9,0.000009,,,,,,,,
10000,53.6,0.000019,0.000017,2.275909e-01,2.164567e-02,2.036818e-02,0.000000,1.572199e-01,2.178954e-02,2.073628e-02
10100,53.8,0.000016,,,,,,,,
10200,54.1,0.000007,,,,,,,,
10300,54.6,0.000013,,,,,,,,
10400,55.1,0.000006,,,,,,,,
10500,55.6,0.000010,,,,,,,,
10600,56.1,0.000011,,,,,,,,
10700,56.7,0.000008,,,,,,,,
10800,57.2,0.000018,,,,,,,,
10900,57.7,0.000020,,,,,,,,
11000,58.2,0.000014,,,,,,,,
11100,58.7,0.000033,,,,,,,,
11200,59.2,0.000009,,,,,,,,
11300,59.8,0.000009,,,,,,,,
11400,60.3,0.000016,,,,,,,,
11500,60.8,0.000004,,,,,,,,
11600,61.4,0.000007,,,,,,,,
11700,61.9,0.000011,,,,,,,,
11800,62.4,0.000008,,,,,,,,
11900,62.9,0.000009,,,,,,,,
12000,63.4,0.000011,,,,,,,,
12100,64.0,0.000009,,,,,,,,
12200,64.5,0.000014,,,,,,,,
12300,65.1,0.000007,,,,,,,,
12400,65.6,0.000019,,,,,,,,
12500,66.1,0.000007,,,,,,,,
12600,66.6,0.000007,,,,,,,,
12700,67.1,0.000023,,,,,,,,
12800,67.7,0.000020,,,,,,,,
12900,68.2,0.000011,,,,,,,,
13000,68.7,0.000010,,,,,,,,
13100,69.2,0.000007,,,,,,,,
13200,69.7,0.000006,,,,,,,,
13300,70.3,0.000026,,,,,,,,
13400,70.8,0.000025,,,,,,,,
13500,71.3,0.000007,,,,,,,,
13600,71.9,0.000015,,,,,,,,
13700,72.4,0.000009,,,,,,,,
13800,72.9,0.000011,,,,,,,,
13900,73.4,0.000009,,,,,,,,
14000,73.9,0.000005,,,,,,,,
14100,74.4,0.000015,,,,,,,,
14200,75.0,0.000031,,,,,,,,
14300,75.5,0.000004,,,,,,,,
14400,76.0,0.000011,,,,,,,,
14500,76.5,0.000006,,,,,,,,
14600,77.0,0.000006,,,,,,,,
14700,77.6,0.000009,,,,,,,,
14800,78.1,0.000041,,,,,,,,
14900,78.6,0.000011,,,,,,,,
15000,80.3,0.000013,0.000009,2.180177e-01,1.507560e-02,1.399724e-02,0.000000,1.459410e-01,1.481687e-02,1.393284e-02
15100,80.6,0.000009,,,,,,,,
15200,80.8,0.000009,,,,,,,,
15300,81.2,0.000015,,,,,,,,
15400,81.7,0.000013,,,,,,,,
15500,82.2,0.000011,,,,,,,,
15600,82.7,0.000010,,,,,,,,
15700,83.2,0.000008,,,,,,,,
15800,83.7,0.000004,,,,,,,,
15900,84.3,0.000003,,,,,,,,
16000,84.8,0.000007,,,,,,,,
16100,85.3,0.000010,,,,,,,,
16200,85.8,0.000014,,,,,,,,
16300,86.3,0.000010,,,,,,,,
