step,elapsed_s,train_loss,eval_loss,max_abs_err,mean_abs_err,median_abs_err,frac_under_boyd,max_abs_err_bulk,mean_abs_err_bulk,median_abs_err_bulk
100,0.7,0.184944,,,,,,,,
200,0.9,0.133747,,,,,,,,
300,1.2,0.107384,,,,,,,,
400,1.5,0.114226,,,,,,,,
500,2.0,0.106832,,,,,,,,
600,2.4,0.098234,,,,,,,,
700,2.9,0.102633,,,,,,,,
800,3.3,0.105666,,,,,,,,
900,3.8,0.114033,,,,,,,,
1000,4.2,0.088192,,,,,,,,
1100,4.7,0.081698,,,,,,,,
1200,5.1,0.077686,,,,,,,,
1300,5.6,0.073930,,,,,,,,
1400,6.1,0.065194,,,,,,,,
1500,6.5,0.078398,,,,,,,,
1600,7.0,0.066405,,,,,,,,
1700,7.5,0.079953,,,,,,,,
1800,7.9,0.044214,,,,,,,,
1900,8.3,0.042610,,,,,,,,
2000,8.8,0.042941,,,,,,,,
2100,9.3,0.035550,,,,,,,,
2200,9.8,0.033105,,,,,,,,
2300,10.2,0.030908,,,,,,,,
2400,10.7,0.022922,,,,,,,,
2500,11.1,0.021231,,,,,,,,
2600,11.6,0.022050,,,,,,,,
2700,12.1,0.030641,,,,,,,,
2800,12.5,0.040643,,,,,,,,
2900,13.0,0.040550,,,,,,,,
3000,13.4,0.033371,,,,,,,,
3100,13.9,0.027994,,,,,,,,
3200,14.4,0.033282,,,,,,,,
3300,14.8,0.030918,,,,,,,,
3400,15.3,0.038219,,,,,,,,
3500,15.8,0.027175,,,,,,,,
3600,16.2,0.031704,,,,,,,,
3700,16.7,0.047955,,,,,,,,
3800,17.1,0.034269,,,,,,,,
3900,17.6,0.040379,,,,,,,,
4000,18.0,0.027216,,,,,,,,
4100,18.5,0.030526,,,,,,,,
4200,19.0,0.021948,,,,,,,,
4300,19.4,0.020769,,,,,,,,
4400,19.9,0.022866,,,,,,,,
4500,20.3,0.039643,,,,,,,,
4600,20.8,0.024675,,,,,,,,
4700,21.3,0.040394,,,,,,,,
4800,21.7,0.027104,,,,,,,,
4900,22.2,0.029635,,,,,,,,
5000,23.9,0.024007,0.029155,5.570242e+00,6.194360e-01,3.472362e-01,0.000000,5.570242e+00,6.081515e-01,3.372261e-01
5100,24.2,0.027812,,,,,,,,
5200,24.4,0.023371,,,,,,,,
5300,24.7,0.028669,,,,,,,,
5400,25.2,0.028612,,,,,,,,
5500,25.6,0.022755,,,,,,,,
5600,26.1,0.021316,,,,,,,,
5700,26.5,0.021834,,,,,,,,
5800,27.0,0.020212,,,,,,,,
5900,27.4,0.017716,,,,,,,,
6000,27.9,0.018348,,,,,,,,
6100,28.4,0.019195,,,,,,,,
6200,28.9,0.026634,,,,,,,,
6300,29.3,0.028859,,,,,,,,
6400,29.8,0.021695,,,,,,,,
6500,30.2,0.013235,,,,,,,,
6600,30.7,0.013438,,,,,,,,
6700,31.2,0.022508,,,,,,,,
6800,31.6,0.012547,,,,,,,,
6900,32.1,0.021632,,,,,,,,
7000,32.5,0.011939,,,,,,,,
7100,33.0,0.016147,,,,,,,,
7200,33.5,0.024568,,,,,,,,
7300,33.9,0.030908,,,,,,,,
7400,34.4,0.018202,,,,,,,,
7500,34.9,0.014574,,,,,,,,
7600,35.3,0.012334,,,,,,,,
7700,35.8,0.019815,,,,,,,,
7800,36.2,0.016983,,,,,,,,
7900,36.7,0.024255,,,,,,,,
8000,37.2,0.015868,,,,,,,,
8100,37.7,0.011796,,,,,,,,
8200,38.1,0.018402,,,,,,,,
8300,38.6,0.012839,,,,,,,,
8400,39.1,0.022702,,,,,,,,
8500,39.5,0.018098,,,,,,,,
8600,40.0,0.027849,,,,,,,,
8700,40.4,0.017435,,,,,,,,
8800,40.9,0.014493,,,,,,,,
8900,41.3,0.012685,,,,,,,,
9000,41.8,0.012762,,,,,,,,
9100,42.3,0.015507,,,,,,,,
9200,42.7,0.023597,,,,,,,,
9300,43.2,0.012319,,,,,,,,
9400,43.7,0.020461,,,,,,,,
9500,44.1,0.015097,,,,,,,,
9600,44.6,0.016366,,,,,,,,
9700,45.1,0.013584,,,,,,,,
9800,45.5,0.015500,,,,,,,,
9900,46.0,0.012573,,,,,,,,
10000,47.6,0.014410,0.015232,5.947215e+00,4.566364e-01,2.773525e-01,0.000000,5.947215e+00,4.449667e-01,2.682619e-01
10100,47.8,0.023295,,,,,,,,
10200,48.1,0.009356,,,,,,,,
10300,48.4,0.015142,,,,,,,,
10400,48.8,0.018641,,,,,,,,
10500,49.3,0.015358,,,,,,,,
10600,49.8,0.015606,,,,,,,,
10700,50.2,0.016343,,,,,,,,
10800,50.7,0.013163,,,,,,,,
10900,51.1,0.014490,,,,,,,,
11000,51.6,0.009569,,,,,,,,
11100,52.1,0.014907,,,,,,,,
11200,52.5,0.015096,,,,,,,,
11300,52.9,0.018472,,,,,,,,
11400,53.2,0.015875,,,,,,,,
11500,53.5,0.008516,,,,,,,,
11600,53.9,0.016443,,,,,,,,
11700,54.3,0.010803,,,,,,,,
11800,54.7,0.020272,,,,,,,,
11900,55.2,0.009842,,,,,,,,
12000,55.7,0.008004,,,,,,,,
12100,56.1,0.026687,,,,,,,,
12200,56.6,0.015970,,,,,,,,
12300,57.0,0.017000,,,,,,,,
12400,57.5,0.022611,,,,,,,,
12500,58.0,0.008835,,,,,,,,
12600,58.5,0.012933,,,,,,,,
12700,58.9,0.019558,,,,,,,,
12800,59.4,0.017735,,,,,,,,
12900,59.9,0.011524,,,,,,,,
13000,60.3,0.015485,,,,,,,,
13100,60.8,0.012918,,,,,,,,
13200,61.3,0.014877,,,,,,,,
13300,61.7,0.011613,,,,,,,,
13400,62.2,0.015582,,,,,,,,
13500,62.6,0.010645,,,,,,,,
13600,63.0,0.015008,,,,,,,,
13700,63.4,0.008169,,,,,,,,
13800,63.8,0.015367,,,,,,,,
13900,64.0,0.015230,,,,,,,,
14000,64.3,0.017948,,,,,,,,
14100,64.6,0.009358,,,,,,,,
14200,64.9,0.020147,,,,,,,,
14300,65.2,0.012384,,,,,,,,
14400,65.5,0.008978,,,,,,,,
14500,65.8,0.017700,,,,,,,,
